编码,名称
35.06657965X,厦门市鹏高贸易有限公司福州鼓楼分公司
35.08991734,厦门阿德迪汽车设计服务有限公司
35.1025037,瑞金市革命传统教育培训中心
35.1133726XT,福州春晖制衣有限公司
35.1160716XA,舒华股份有限公司
35.12004213U,吉门保险丝制造(厦门)有限公司
35.12017233B,爱德森（厦门）电子有限公司
35.12030593F,厦门百吉机电有限公司
35.12033209D,协励行（厦门）电气有限公司
35.12313606,厦门宇电自动化科技有限公司
35.15462548,福建路友茶业有限公司
35.15462672,福州市仓山下洋前峰茶厂
35.15463446,福州市仓山盖山高湖五金机械厂
35.15498612,厦门特房建设工程集团有限公司
35.15533071J,福州迈瑞机械有限公司
35.15628784,晋江市富强工贸有限公司
35.26605541R,厦门市公共资源交易中心
35.31064959,长乐富拉瑞图商贸有限公司
35.36952193C,厦门大学
35.37881455W,厦门市融坤商贸发展有限公司
35.37883531,厦门诚信龙工贸有限公司
35.42660261,厦门理工学院
35.43839405K,泉州市中德机械设备有限公司
35.45162603,霸州市胜芳镇曲派家具经营部
35.48746145,厦门市协晟工贸有限公司
35.50336784R,福建中海创自动化科技有限公司
35.51194714X,厦门爱迪特环保科技有限公司
35.51627242X,厦门晶芯科技有限公司
35.56243411H,厦门柏孜科技有限公司
35.56564128,正兴车轮集团有限公司
35.5791410XF,福建省长汀金龙稀土有限公司
35.58166297A,福建龙溪轴承（集团）股份有限公司
35.58371163,厦门柯盾贸易有限公司
35.58787372,厦门集安特通用电气有限公司
35.61200132X,厦门东方酒店有限公司
35.61202086,林德（中国）叉车有限公司
35.61202487,厦门金龙汽车座椅有限公司
35.61701805A,厦门市鑫程光工贸有限公司
35.62864693,泉州市铁通电子设备有限公司
35.64715842M,厦门海普锐科技股份有限公司
35.65873128,厦门物之联智能科技有限公司
35.68528904,厦门赛鑫文化传播有限公司
35.69303507X,厦门庭锋工贸有限公司
35.69993941,厦门安达兴自动化设备有限公司
35.70510247X,福建海鹏经贸有限公司
35.70513186,福州福光电子有限公司
35.70544062,厦门德利兴电气设备有限公司
35.72944757H,泉州市锦辉五金机械有限公司
35.73785643,厦门鑫特科技发展有限公司
35.76019809R,厦门维克机械设备有限公司
35.77603449,厦门唯恩电气有限公司
35.78294030K,厦门易朔产品技术服务有限公司
35.80226433,念春梅
35.84190606C,厦门蓝斯通信股份有限公司
35.87527783P,宁德时代新能源科技股份有限公司
35.87851989G,厦门驰安特轨道装备有限公司
35.87866006,厦门鼎立特电子科技有限公司
35.87875235G,厦门威克欧亚进出口有限公司
35.893927,福建省鑫橡龙橡塑制品有限公司
35.93047070F,厦门市源勤档案技术服务有限公司
35.94995331,迈贝特（厦门）新能源有限公司
35.99366564J,莆田市赞牛贸易有限公司
35.A2XWQE05T,福州佳美雅商贸有限公司
35.A2YMPR36B,众联晟业（厦门）汽车科技有限公司
35.A31G4DJXX,漳州亿隆智能科技有限公司
35.A32EYTG94,中闽建科技有限公司
35.A3459M59B,春晖科技集团有限公司
35.A3491LB1H,厦门松本工贸有限公司
35.A34A6AW22,泉州雨阳膜结构工程有限公司
35.GZNCLS001,福建省彭艺园林古建装饰工程有限公司
35.GZNCLS002,厦门市华起起重机械有限公司
35.LS0000001,厦门良机工业有限公司
35.LS0000002,福建榕基软件开发公司
35.LS0000003,晋江市中德顺机械有限公司
35.LS0000004,林德-厦门叉车有限公司
35.LS0000005,厦门金榜酒店有限公司
35.LS0000006,福建晋江池通交通机械厂
35.LS0000007,福州汇和现代科技有限公司
35.LS0000009,永安市科威科学器材有限公司
35.LS0000010,厦门市建设工程交易中心
35.LS0000011,厦门轨道交通集团有限公司
35.MA32BAX95,泉州卓乙科技有限公司
35.zjdc00079,龙海市九龙座椅有限公司
35.zjdc00174,厦门佳松工贸有限公司
35.zjdc00175,厦门嘉宝科技有限公司
35.zjdc00180,厦门威迪思汽车设计服务有限公司
36.05573124,南昌华路建设咨询监理有限公司
36.0572931XU,江西瑞思博新材料有限公司
36.06536989,萍乡市鑫湖电气设备有限公司
36.15830472,泰豪科技股份有限公司
36.15836404X,江西洪都钢厂
36.15854241,南昌迪欧家具实业有限公司
36.15907361,江西省萍乡市金运电器厂
36.16144081,上饶市西市石棉制品厂
36.2390159,江西远大保险设备实业集团有限公司
36.31471237,江西博联电气设备有限公司
36.33300723,崇义恒毅陶瓷复合材料有限公司
36.41981643F,江西省佳邦贸易有限公司
36.43349977,南昌聚隆房地产开发有限责任公司
36.55847748,江西能洁化工有限公司
36.58842542P,江西天一特种油有限公司
36.67795252,江西东方昊为科技股份有限公司
36.67797544,南昌赣洪安全技术咨询服务有限公司
36.67799389,井冈山红色文化教育学院
36.70552984,萍乡市荷塘矿产销售处
36.70563288,萍乡市宏运特种陶瓷有限公司
36.70572164,江西天河传感器科技有限公司
36.71783413,全国青少年井冈山革命传统教育基地管理中心
36.73639284,九江化建绝缘材料有限公司
36.74605402,江西新宇文化用品公司
36.74853474X,江西广厦消防器材有限公司
36.75867937E,江西网优科技股份有限公司
36.7723671,江西福事特液压有限公司
36.78413026,江西启源科技发展有限公司
36.80416352,萍乡市森林万象起重机有限公司
36.89727302K,江西奈尔斯西蒙斯赫根赛特中机有限公司
36.91018175R,华东交通大学
36.96958870Q,江西制氧机有限公司
36.A35G2WM3C,江西科骏实业有限公司
36.A35HB3C7P,江西江特电机有限公司
36.A35K2LK98,江西西平计量检测有限公司
36.A36WN7J5Q,江西金匠智能装备有限公司
36.A389E3M68,江西威驰机械科技有限公司
36.A39BYK270,江西慧强供应链管理有限公司
36.ABQ63HW1H,江西泵特利精密技术有限公司
36.ADAKM4G5A,江西星能利达能源服务有限公司
36.ADB58915B,淮安市城市公共交通有限公司汽车修理分公司
36.GZNCLS001,中国第四冶金建设有限责任公司
36.K19179982,南昌铁路局南昌机务段
36.LS0000001,江西制氧机厂
36.LS0000003,大石桥市兴通耐火材料厂
36.LS0000011,江西南昌铜材厂
36.LS0000012,萍乡佳业木材改良设备有限公司
36.LS0000013,安源实业股份有限公司重工机械厂
36.LS0000016,中铁二十四局集团新余工程有限公司
36.LS0000017,中国井冈山干部学院
36.MAE7GRPC7,江西南铁置业有限公司
36.zjdc00072,江西威德利汽车零部件有限公司
37.05308703,青岛福来交通设备进出口有限公司
37.06342897G,山东泰鹏新材料有限公司
37.06474160T,青岛建通工程招标咨询有限公司
37.06506891,青岛思凯精细化学有限公司
37.0687276,诸城市恒邦铸造机械有限公司
37.07129255H,山东金科通讯科技有限公司
37.07328565X,青岛汉维电气技术开发有限公司
37.08510267,威巴克商用车空气弹簧（烟台）有限公司
37.12661596E,山东鸣璞电器有限公司
37.13422935A,顿汉布什（中国）工业有限公司
37.1378882XG,青岛明成德泰供应链有限公司
37.14313343X,青岛爱德乐精细化学品有限公司
37.14316798G,嘉里粮油（青岛）有限公司
37.14383894N,青岛美德橡塑有限公司
37.14783294,IFE-威奥轨道车辆门系统（青岛）有限公司
37.16345925,济南圣泉集团股份有限公司
37.16350005,济南市长清计算机应用公司
37.16357624X,四方机车车辆有限责任公司铸钢分厂
37.16358625,青岛四机华铁工贸有限公司
37.16445319,山东东大工程机械有限公司
37.1694664,龙口市丛林铝材有限公司
37.16971285,诸城市新东铸造机械有限公司
37.18000229B,欧特美交通科技股份有限公司
37.21437270Y,山东金鼎嘉业信息科技有限公司
37.2300769,青岛理工新能源科技有限公司
37.24041967G,青岛四机设备工程有限公司
37.24043305B,青岛昌合化工有限公司
37.24267385,济南华北升降平台制造有限公司
37.25970566M,青岛华表新材料科技有限公司
37.25995253R,青岛福航交通装备科技有限公司
37.26435533,山东巨力电工设备有限公司
37.26435729X,济南二机床集团有限公司
37.26473964,青岛中坚综合技术研究所有限公司
37.30668002D,山东中车同力达智能装备有限公司
37.34066448Q,中铁检验认证（青岛）车辆检验站有限公司
37.34084857E,青岛建通工程招标咨询有限公司第三分公司
37.40365750X,青岛中车四方车辆物流有限公司
37.40998291L,山东爱特机电技术有限责任公司
37.42428030Q,山东诺维科轻量化装备有限公司
37.46577789,烟台金晖铜业有限公司
37.47205223,青岛英派斯健康科技股份有限公司
37.50304274B,青岛鸿裕吉轨道交通装备有限公司
37.50315790U,青岛三易软件科技有限公司
37.50804484A,青岛生久铁路轨道设备有限公司
37.53546593D,淄博齐创新材料科技有限公司
37.53757454U,青岛四机铁路装备新技术有限公司
37.54365538D,山东欧亚铁路物流有限公司
37.54860065,山东胜宝电子工程有限公司
37.572893,莱芜美澳冶金科技有限公司
37.58306188,莒南县盛烨橡塑制品有限公司
37.60011853J,山东神州机械有限公司
37.60258987T,青岛四机锦宏工贸有限公司
37.60274098H,青岛海纳电气自动化系统有限公司
37.61258789,中车制动系统有限公司
37.61431291,海克斯康测量技术（青岛）有限公司
37.62858863,日照华泰纸业有限公司
37.63043778T,山东彼岸电力科技有限公司
37.63149715R,山东金钟科技集团股份有限公司
37.63677327Y,山东三泵科森仪器有限公司
37.64520375A,青岛泰德机械有限公司
37.64582788W,中车青岛四方车辆研究所有限公司
37.64629734,青岛博宁福田通道设备股份有限公司
37.64851254J,中车山东机车车辆有限公司
37.65071993B,山东万信项目管理有限公司青岛经济技术开发区分公司
37.65936707X,德州德劲液压动力有限公司
37.6622029,邢台市鑫源四通汽车配件有限公司
37.6657455,德州庆丰液压千斤顶制造有限公司
37.6660855,信邦建设集团有限公司
37.66681010K,威海海马地毯集团有限公司
37.66709726D,青岛华世洁环保科技有限公司
37.67810675,淄博通光都金属科技有限公司
37.67852922A,中福铸造材料（青岛）有限公司
37.69006187R,大信会计师事务所（特殊普通合伙）山东分所
37.69535924Y,山东赛通电器有限公司
37.69716805,青岛宏达赛耐尔科技股份有限公司
37.69745788,济南同日数控设备有限公司
37.70617449,滕州市丰尔达金属制品有限责任公司
37.7062311,威海道通富依斯机电有限公司
37.7064453,青岛运成物资有限公司
37.70644716,青岛汇源电子仪表有限公司
37.7137186,青岛阿尔斯通铁路设备有限公司
37.71377604,青岛金盛集团有限公司
37.7175660XL,青岛杰瑞工控技术有限公司
37.71777099,青岛浩洲交通装备有限公司
37.71801532,青岛平安锻压机械制造有限公司
37.71806062,青岛卡玛克斯缓冲装备有限公司
37.72079663,山东朗进科技股份有限公司
37.72668227,潍坊市龙耀纺织服装有限公司
37.73067079,烟台开发区博森科技发展有限公司
37.73169894,济南同日实业有限公司
37.73297511Q,青岛地铁集团有限公司运营分公司
37.73506636T,海佳胶带（青岛）有限公司
37.7381969,德州鲁庆数控机床附件有限公司
37.74097468,山东龙立电子有限公司
37.74097599,济南三新铁路润滑材料有限公司
37.74338936,济南惠高数控机床有限公司
37.74398351,青岛国亨科技实业有限公司
37.7456786,莱芜钢铁集团机械制造有限公司
37.74895849,济南德仁三坐标测量机有限公司
37.75088970X,泰安磐然测控科技有限公司
37.75378945,青岛四方新诚志卓客车配件有限公司
37.75448122,齐鲁特钢有限公司
37.75693361X,青岛特锐德电气股份有限公司
37.75694594,青岛思锐国际物流有限公司
37.75827101,济南瑞驰威尔科技有限公司
37.76096895,潍坊华美钢丸有限公司
37.76362431,青岛四方机车车辆铸锻有限公司
37.76579408,山东维特数控机械工程有限公司
37.76611534,山东越成制动系统股份有限公司
37.76674706,青岛泽林建材有限公司
37.77025585,青岛汉易电气技术开发有限公司
37.77351229,青岛丰穗达机械有限公司
37.77418237,滕州正旋工业机械技术有限公司
37.77743202,山东智衡减振科技股份有限公司
37.77743673,泰安哈特仪器仪表有限公司
37.7803973,青岛雷尔威机械制造有限公司
37.78060399,博世汽车转向系统（济南）有限公司
37.7861235,烟台丛林精密机械有限公司
37.78741786,济南金易恒科技发展有限公司
37.78742999,济南同日机械制造有限公司
37.78756684,青岛连山铸造有限公司
37.79067155D,青岛日水工贸有限公司
37.79249506,平原县恒信革业有限公司
37.79264871X,济南宜佳成电气技术有限公司
37.79730649,威海博胜气动液压有限公司
37.79732629,山东德科电气有限公司
37.79888148,济南汇和机电设备有限公司
37.80603864B,济南火车头科技有限公司
37.83714084P,青岛爱尔家佳新材料股份有限公司
37.84661714B,济南利迈机电工程有限公司
37.87554671,青岛四方法维莱轨道制动有限公司
37.90376570W,山东瑞祥模具有限公司
37.92495063D,山东恒信轨道交通装备有限公司
37.95949244J,青岛天佑华辰技术服务有限公司
37.96087795X,济南汇柴车辆零配件有限公司
37.97078893,山东万信项目管理有限公司青岛市北分公司
37.97168196,青岛东恒铸造机械有限公司
37.A3CCW9F6G,山东鲁信四砂泰山磨料有限公司
37.A3CHRE33J,青岛中科华创电气系统有限公司
37.A3CTW5J6W,山东龙马重工风电装备有限公司
37.A3DKNB65P,青岛华图信息科技有限公司
37.A3DPA702P,青岛赫辉制造有限公司
37.A3EHWPT1Y,山东智检检测技术有限公司
37.A3EWPFG43,山东轶骋真空科技有限公司
37.A3F3MMY07,山东瑞祥电力工程有限公司
37.A3FBMX571,青岛申晟轨道装备有限公司
37.A3FDP240Y,青岛欧达轨道工程技术咨询有限公司
37.A3MPCT307,二更文化传媒（青岛）有限公司
37.A3NBT5H3R,山东寰宇轨道装备制造有限公司
37.A3Q8MKA9P,速易思（山东）科技有限公司
37.A3R3PRQ6T,烟台坤洺经贸有限公司
37.A3R5A5F6E,海克斯康制造智能技术（青岛）有限公司
37.A3R8EKG7K,哈焊国创（青岛）焊接工程创新中心有限公司
37.A3UDTKU20,山东东铁动力科技有限公司
37.A3UU8777X,山东捷久实业有限公司
37.A7ERRKN92,欧森达（山东）海洋工程有限公司
37.A94LTDA5B,华智汇（青岛）企业管理有限公司
37.ACWGWGY2M,山东发展供应链管理有限公司
37.AD5G66P1T,济南中车四方所智能装备科技有限公司
37.AD6BMFK52,山东绿动供应链有限公司
37.ADBDYC43W,赛亚（青岛）认证服务有限公司
37.GZNCLS001,济南龙腾伟业科技有限公司
37.LS0000002,青岛龙铁机车车辆配件制造有限公司
37.LS0000004,青岛英科铁道机械有限公司
37.LS0000006,青岛华青工业集团铸造机械有限公司
37.LS0000007,山东武城设备公司
37.LS0000010,青岛海源实业有限公司
37.LS0000012,泰洲市海陵液压机具厂
37.LS0000014,山东省金曼克电气集团股份有限公司
37.LS0000015,大连交通大学
37.LS0000016,泰安华鲁锻压机床有限公司
37.LS0000017,平原县恒信荣业有限公司
37.LS0000018,潍坊华光电子仪表有限公司
37.LS0000019,济南铁路汇源实业有限责任公司
37.LS0000020,潍坊宏盛铸造机械有限公司
37.LS0000021,青岛海关
37.LS0000022,烟台利君电子有限公司
37.LS0000023,国管招标（北京）有限公司青岛分公司
37.LS0000024,中国国际贸易促进委员会山东调解中心
37.LS0000025,山东万信项目管理有限公司
37.LS0000026,青岛利业建设咨询有限公司
37.LS0000027,山东万信项目管理有限公司青岛分公司
37.MA3M2J961,水发招标（山东）有限公司
37.MA3UA7K94,青岛斯帕科工程技术有限公司
37.MA3UXAG41,恒昌世通工业自动化（威海）有限公司
37.PG7A7UXD0,阅微电子科技（山东）有限公司
37.X14350626,通标标准技术服务有限公司青岛分公司
37.zjdc00165,青岛博峰风力发电机有限公司
37.zjdc00278,淄博海特曼新材料科技有限公司
40093999,上汽集团公司
41.000DK00213,郑州中腾轨道交通技术服务有限公司
41.01001964,洛阳美飞广告有限公司
41.01123022X,张红红
41.02268017,洛阳琪琪保洁服务有限公司
41.06792580W,洛阳市中旅旅行社有限公司
41.10216001,洛阳市瀍河区吉利办公用品经销部
41.10720281X,洛阳市瀍河区博世汽配经销店
41.11234428L,中国铁路郑州局集团有限公司新乡机务段
